question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.2.6 state exactly? Answer with only the text of the rule and no other words.,"All Harness hardware must be used as received from the manufacturer. No modification
(including drilling, cutting, grinding, etc) is permitted."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.3.1 state exactly? Answer with only the text of the rule and no other words.,"Vehicles with a Reclined Driving Position must have:
a. A 6 Point Harness or a 7 Point Harness
b. Anti-Submarine Belts with tilt lock adjusters (“quick adjusters”) OR two sets of Anti-
Submarine Belts installed."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.3.2 state exactly? Answer with only the text of the rule and no other words.,"All Lap Belts must incorporate a tilt lock adjuster (“quick adjuster”).
Lap Belts with “pull-up” adjusters are recommended over “pull-down” adjusters."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.3.3 state exactly? Answer with only the text of the rule and no other words.,"The Shoulder Belts must be the over the shoulder type. Only separate shoulder straps are
permitted. “Y” type shoulder straps are not allowed. The “H” type configuration is allowed."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.4 state exactly? Answer with only the text of the rule and no other words.,"Belt, Strap and Harness Installation - General"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.4.1 state exactly? Answer with only the text of the rule and no other words.,"The Lap Belt, Shoulder Belts and Anti-Submarine Belt(s) must be securely mounted to the
Primary Structure."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.4.2 state exactly? Answer with only the text of the rule and no other words.,Any guide or support for the belts must be material meeting F.3.2.1.j
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.4.3 state exactly? Answer with only the text of the rule and no other words.,"Each tab or bracket to which any part of the Harness is attached must:
a. Support a minimum load in pullout and tearout before failure of:
• If one belt is attached to the tab or bracket 15 kN
• If two belts are attached to the tab or bracket 30 kN
b. Be 1.6 mm minimum thickness
c. Not be in bending when the attached part of the Harness is put under load
d. Not cause abrasion to the belt webbing"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.4.4 state exactly? Answer with only the text of the rule and no other words.,"Attachment of tabs or brackets must meet the following:
a. Where brackets are fastened to the chassis, no less than two 6 mm or 1/4” minimum
diameter Critical Fasteners, see T.8.2 or stronger must be used to attach the bracket to
the chassis.
b. Where a single shear tab is welded to the chassis, the tab to tube welding must be on
both sides of the base of the tab.
Double shear attachments are preferred. Tabs and brackets for double shear mounts should
be welded on both sides."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.5.1 state exactly? Answer with only the text of the rule and no other words.,"The Lap Belts must pass around the pelvic area below the Anterior Superior Iliac Spines (the
hip bones)"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.5.2 state exactly? Answer with only the text of the rule and no other words.,"Installation of the Lap Belts must go in a straight line from the mounting point until they reach
the driver's body without touching any hole in the seat or any other intermediate structure"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.5.3 state exactly? Answer with only the text of the rule and no other words.,"The seat must be rolled or grommeted where the Belts or Harness pass through a hole in the
seat"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule T.2.5.4 state exactly? Answer with only the text of the rule and no other words.,"With an Upright Driving Position:
a. The Lap Belt Side View Angle must be between 45° and 65° to the horizontal.
b. The centerline of the Lap Belt at the seat bottom should be between 0 – 75 mm forward
of the seat back to seat bottom junction."
